# Star 3 - Telescope kepler - Campaign 2
# Time Flux Error
# days relative_flux relative_error
17.810646 1.01718533 0.006034
17.819227 1.01655941 0.007668
17.830331 1.01490426 0.006874
17.841937 1.00268011 0.003781
17.846395 1.00713344 0.007215
17.853628 1.01243298 0.003968
17.857314 1.01316253 0.006310
17.923328 1.01441584 0.007187
18.003703 1.01467501 0.005416
18.011963 1.01893600 0.003998
18.012046 1.00589441 0.004774
18.014311 1.01057580 0.005113
18.018080 1.00880251 0.005589
18.037650 1.00802617 0.006310
18.100894 1.01166920 0.007762
18.108937 1.00878718 0.003432
18.124516 1.01285939 0.007296
18.138964 1.00274934 0.005092
18.180381 1.00399156 0.006075
18.203739 1.00118567 0.004902
18.221301 1.01772007 0.004880
18.259652 1.00665524 0.006887
18.271662 1.00183480 0.005451
18.289440 1.00274115 0.006323
18.384165 1.00723339 0.005005
18.408809 1.00474475 0.007819
18.410312 1.00460129 0.003014
18.415297 1.00875517 0.005223
18.427107 1.00219074 0.006493
18.428466 1.00807599 0.003168
18.444202 1.00157724 0.004587
18.450125 1.00195876 0.004724
18.455120 1.00695935 0.005042
18.476159 1.00900676 0.005408
18.486577 0.99714768 0.004912
18.573639 0.99692294 0.006647
18.578766 0.99899085 0.007435
18.597453 1.00345606 0.003327
18.613486 1.00327426 0.004300
18.643110 1.00185140 0.007449
18.646729 0.99728697 0.003747
18.661090 0.99964317 0.006853
18.689354 1.00580590 0.007836
18.707638 1.00054604 0.007807
18.729632 1.00135894 0.005486
18.743718 1.00342755 0.005871
18.760130 1.00546612 0.006749
18.762580 0.99746724 0.004620
18.796929 1.00974446 0.005713
18.807246 1.00709845 0.004675
18.812183 1.00231280 0.006130
18.845158 1.00227841 0.005237
18.877619 1.00793267 0.007694
18.896236 1.00240257 0.005353
18.902898 1.00230144 0.007351
18.911172 1.00056828 0.004532
18.919843 1.00294596 0.004296
18.933835 0.99904213 0.007111
18.935606 1.00113755 0.007444
18.944383 0.99229502 0.005973
19.002916 0.99963821 0.007185
19.022246 1.00552365 0.007020
19.059021 1.00574394 0.004152
19.073849 0.99005556 0.005325
19.145573 1.00332305 0.004366
19.154858 0.99048316 0.005059
19.172867 0.99098253 0.004481
19.175809 0.99681990 0.007475
19.181139 1.00455755 0.004061
19.202011 1.00698665 0.005345
19.243457 1.00668155 0.003275
19.268014 0.99335046 0.005093
19.270405 0.99760494 0.006522
19.319150 1.00592573 0.004246
19.363132 0.99923697 0.005660
19.386741 0.99908475 0.004098
19.400984 1.00780374 0.007544
19.439820 0.99815155 0.006671
19.491335 0.99680402 0.005990
19.513154 0.99206708 0.004664
19.533329 0.99876413 0.003442
19.559103 1.00461233 0.007008
19.623078 0.95798966 0.007407
19.633574 0.99554356 0.003135
19.652756 1.00242346 0.005299
19.673096 0.99664868 0.004825
19.691214 1.00050625 0.005211
19.693392 1.00086165 0.004640
19.719958 1.00316050 0.004531
19.759598 1.00237653 0.004851
19.789415 0.99760782 0.005156
19.815025 1.00134543 0.005186
19.817109 1.00127778 0.007165
19.832716 0.99605549 0.004421
19.835953 0.99659545 0.005838
19.856829 0.99665128 0.007648
19.875103 0.99546441 0.005413
19.894729 0.99386300 0.006385
19.979439 0.99133190 0.005293
20.023444 0.99960165 0.003042
20.028277 0.99627665 0.005593
20.056436 0.99407251 0.006089
20.078662 0.99860597 0.007798
20.106880 0.99666468 0.003517
20.113028 1.00523328 0.004782
20.114424 0.99976218 0.004079
20.161287 0.98867335 0.003230
20.221677 1.00585742 0.004420
20.235266 1.00255453 0.005154
20.247949 0.99959895 0.004628
20.289663 0.99082807 0.003824
20.308068 0.99719317 0.004186
20.332739 0.99905543 0.003996
20.342663 0.99212566 0.005074
20.364904 0.99595314 0.007808
20.378230 0.99938093 0.004419
20.407912 0.99545544 0.005091
20.419304 0.99738797 0.005928
20.421527 0.99343527 0.005182
20.468625 0.99831106 0.006053
20.475425 1.00184734 0.003246
20.492878 0.99570499 0.005878
20.512574 0.99206445 0.007042
20.529151 1.00490808 0.006603
20.529422 1.00018170 0.003986
20.551975 0.99587417 0.005382
20.599251 0.99762574 0.003369
20.710572 0.99071570 0.004397
20.710774 0.99663082 0.005372
20.737938 0.90615463 0.007581
20.760938 0.99768571 0.003134
20.761946 0.99194356 0.007754
20.809703 0.98828487 0.005505
20.819852 0.98857152 0.007281
20.856296 0.98755964 0.003395
20.883806 0.99257353 0.006556
20.884444 0.98188812 0.007339
20.906182 0.99075797 0.007144
20.936484 0.99101475 0.004754
20.940555 0.98781844 0.005895
20.983458 0.98607620 0.005246
20.997381 0.97923184 0.003362
20.998001 0.98474925 0.004570
21.002599 0.98692378 0.007968
21.007315 0.98461548 0.007288
21.037153 0.98382215 0.003481
21.111225 0.99457128 0.005447
21.114332 0.99069570 0.003568
21.141944 0.98792794 0.003895
21.143046 0.98017604 0.007165
21.174499 0.98115619 0.005245
21.176556 0.98338466 0.004655
21.177697 0.99210872 0.003687
21.208769 0.97666842 0.005443
21.226982 0.98059550 0.007137
21.231267 0.97895697 0.003179
21.258699 0.97977707 0.007582
21.260419 0.98202117 0.004151
21.297562 0.98256451 0.005056
21.313566 0.98398123 0.003411
21.354434 0.98563714 0.005989
21.364081 0.97949421 0.004518
21.369999 0.97695159 0.003696
21.377220 0.98561394 0.003794
21.434127 0.96856245 0.003025
21.453814 0.98075763 0.006299
21.465621 0.98204647 0.004325
21.513264 0.97697454 0.006087
21.556852 0.98296101 0.006505
21.562984 0.98901506 0.004097
21.583884 0.97781674 0.003329
21.632297 0.97819504 0.004820
21.673768 0.97101082 0.006406
21.706516 0.97854899 0.003505
21.718317 0.98097280 0.006270
21.732102 0.97708150 0.007775
21.734919 0.97526440 0.005958
21.770154 0.97287218 0.003478
21.772645 0.98095462 0.004196
21.816128 0.97573187 0.003255
21.816130 0.96903438 0.007729
21.818255 0.97124611 0.005662
21.818299 0.97176862 0.004949
21.825648 0.97677185 0.004044
21.883455 0.97824826 0.004507
21.894287 0.97132592 0.003543
21.897091 0.97802465 0.005079
21.919599 0.96737916 0.006567
21.924734 0.97507631 0.005872
21.930455 0.97537613 0.003024
21.962111 0.96636228 0.005689
22.013534 0.97680517 0.006434
22.049343 0.97019667 0.007268
22.100018 0.97836028 0.005483
22.120930 0.97354254 0.003559
22.123076 0.97420372 0.007248
22.147268 0.98622045 0.004994
22.148052 0.96984470 0.005695
22.159579 0.98380796 0.004408
22.171127 0.97630657 0.007125
22.216325 0.98603254 0.007030
22.225781 0.97547193 0.005273
22.247627 0.97484992 0.003623
22.270558 0.97891493 0.005193
22.278300 0.98182420 0.005803
22.339964 0.97946816 0.005489
22.343983 0.98365352 0.004975
22.352778 0.97549188 0.004654
22.387310 0.98472148 0.006293
22.445145 0.97442229 0.005489
22.490514 0.97417218 0.005205
22.501315 0.97141395 0.006982
22.503557 0.97416045 0.007126
22.513682 0.98432466 0.003070
22.519489 0.97129498 0.004470
22.564682 0.98290925 0.004570
22.573561 0.97438997 0.005315
22.621593 0.97747449 0.007372
22.627230 0.97695169 0.003524
22.678595 0.98242619 0.004340
22.684485 0.97851323 0.003007
22.729723 0.97476243 0.004867
22.738094 0.98315719 0.003939
22.822085 0.97861131 0.007146
22.838943 0.98036449 0.003226
22.842457 0.98495827 0.005475
22.857217 0.98104071 0.007394
22.874867 0.98220456 0.005493
22.927933 0.98118127 0.007020
22.947420 0.98844767 0.007012
22.992774 0.98249892 0.004282
22.993225 0.98769753 0.007255
23.003372 0.98914526 0.007196
23.047508 0.98400322 0.003337
23.048752 0.98464418 0.005940
23.049689 0.98936614 0.007306
23.062480 0.99915873 0.007413
23.075756 0.99300621 0.007632
23.077819 0.99575772 0.004344
23.112852 0.99028973 0.006286
23.143324 0.99706750 0.007573
23.153769 0.99734844 0.006052
23.168002 0.98836678 0.004644
23.216323 0.99145091 0.007160
23.219879 0.98997940 0.007379
23.232589 1.00696205 0.007382
23.253823 1.05339190 0.005710
23.328915 1.00454518 0.004671
23.365512 0.99914311 0.005585
23.426357 1.00777957 0.007438
23.463946 0.99572998 0.005675
23.502976 1.00960043 0.003498
23.511944 0.99401076 0.006649
23.533954 1.00410141 0.004501
23.539563 1.01673377 0.006964
23.544824 1.00699869 0.004646
23.614575 1.01204012 0.004190
23.621941 1.01712155 0.003072
23.629039 1.00928334 0.004164
23.685093 1.00533526 0.005247
23.745012 1.00983213 0.003764
23.751218 1.01039396 0.007479
23.754511 1.00394669 0.005633
23.767916 1.01006150 0.006276
23.779669 1.00855579 0.005048
23.781091 1.01427257 0.006193
23.817622 0.99952715 0.007507
23.855241 1.01152648 0.003546
23.857103 1.01036265 0.005003
23.861250 1.01748532 0.005680
23.868825 1.00599809 0.005830
23.922226 1.01514209 0.004476
23.957205 1.01709739 0.005106
23.975705 1.01713204 0.005956
24.007621 1.01553094 0.005216
24.026202 1.01564249 0.003369
24.027790 1.01344825 0.005815
24.075454 1.02032368 0.005752
24.133402 1.02982203 0.004040
24.137536 1.01763352 0.004862
24.166227 1.02811385 0.006167
24.187605 1.01086351 0.007987
24.202452 1.02109598 0.005266
24.219067 1.01902280 0.005040
24.222869 0.96403805 0.004844
24.230916 1.03133097 0.004619
24.232100 1.02255008 0.007227
24.274283 1.02284483 0.003641
24.281786 1.01829239 0.006912
24.294510 1.01580412 0.006291
24.324050 1.02231943 0.003667
24.329318 1.01354749 0.006550
24.341674 1.02102777 0.003061
24.426183 1.02370833 0.003000
24.434635 1.02829338 0.006401
24.485918 1.01869009 0.004182
24.499650 1.02386209 0.007766
24.501376 1.03090013 0.005206
24.512320 1.01298725 0.003273
24.525261 1.02951233 0.004358
24.551050 1.02421598 0.005927
24.591852 1.02294095 0.006146
24.603967 1.02300272 0.005289
24.624676 1.01374839 0.005223
24.640980 1.02508810 0.003414
24.648274 1.02301146 0.007596
24.653990 1.03476930 0.007199
24.667134 1.03371399 0.005956
24.677435 1.03464180 0.005049
24.696910 1.03923019 0.003890
24.701629 1.02133460 0.004894
24.765317 1.01804642 0.003852
24.820719 1.02427081 0.004548
24.826576 1.02920386 0.003465
24.831197 1.02897802 0.005984
24.858676 1.02280790 0.003191
24.863090 1.02233024 0.006692
24.883555 1.02682719 0.006993
24.902653 1.02261969 0.003698
24.923707 1.02291810 0.006022
24.931158 1.02707529 0.005444
24.962048 1.02608910 0.004891
24.965198 1.02492233 0.004977
24.975390 1.02861360 0.007445
24.986951 1.02994497 0.004001
24.993828 1.02695338 0.004328
24.994569 1.02840234 0.006258
25.008543 1.01979097 0.007542
25.035786 1.02946265 0.007852
25.042751 1.01860351 0.006255
25.070781 1.02065934 0.004574
25.102347 1.02014190 0.003040
25.122495 1.01844013 0.007460
25.136709 1.05297957 0.003359
25.157812 1.02518003 0.007737
25.228846 1.02488032 0.003117
25.257738 1.01649493 0.003286
25.260786 1.02134724 0.007917
25.269329 1.02365103 0.006262
25.316265 1.02864223 0.005992
25.372742 1.01038158 0.005365
25.383029 1.01859132 0.004960
25.392765 0.92696059 0.007523
25.437530 1.02224529 0.006845
25.479446 1.01922373 0.006450
25.512433 1.01946160 0.007442
25.549672 1.01787843 0.005026
25.550199 1.01690517 0.004833
25.550647 1.01962436 0.005976
25.595719 1.01101480 0.003881
25.596768 1.01534183 0.006386
25.616424 1.01022420 0.006988
25.624638 1.01517445 0.006308
25.625311 1.01625176 0.003665
25.682493 1.00685314 0.007378
25.736553 1.01121539 0.007466
25.745130 1.00993530 0.003748
25.745713 1.01385674 0.007438
25.764996 1.00606834 0.007547
25.784881 1.01160045 0.006379
25.812310 1.01277715 0.006139
25.812465 1.00630540 0.004581
25.860261 1.01480124 0.005737
25.860341 1.00960202 0.007659
25.871991 1.01170473 0.003727
25.883113 1.00287274 0.003384
25.903061 1.01425460 0.004804
25.943059 1.01148110 0.006402
26.005139 1.00564786 0.007007
26.010788 1.00274840 0.007555
26.064814 1.00411548 0.004610
26.065224 1.00530057 0.003389
26.070354 1.00349326 0.003494
26.076176 1.00305204 0.006477
26.093984 1.00138706 0.007035
26.114438 0.99991189 0.007558
26.120049 1.00581179 0.003282
26.127350 1.00816586 0.007366
26.143857 1.01280218 0.006717
26.171209 1.00687932 0.005790
26.203696 1.00019727 0.006100
26.232799 0.99968995 0.004486
26.277621 1.00529864 0.003179
26.277750 1.00201818 0.003614
26.279185 1.00817025 0.006833
26.306198 0.99950639 0.003210
26.335430 1.01754385 0.007706
26.341632 1.00628174 0.004446
26.375273 0.99558940 0.005538
26.398487 1.00396251 0.006159
26.399747 1.01006320 0.006479
26.439324 1.05918093 0.006478
26.446979 1.00864610 0.007540
26.502246 1.00905518 0.003413
26.524038 1.01010632 0.007908
26.539284 1.00531512 0.006837
26.548708 0.99920027 0.003977
26.564520 1.00938137 0.004904
26.587385 0.97414137 0.003618
26.604014 1.00791646 0.007088
26.780355 0.99867072 0.006267
26.800145 0.99714147 0.004390
26.803252 0.99918927 0.005081
26.819075 0.99143972 0.006564
26.936555 0.99905981 0.006558
26.965491 0.99830129 0.007807
26.973237 0.99679807 0.007219
26.996347 0.99851777 0.003357
27.053198 1.00260055 0.007740
27.121655 0.99498023 0.003707
27.133642 0.99806849 0.005870
27.140023 1.00376820 0.006414
27.147964 1.00445981 0.003704
27.167713 1.00714661 0.005535
27.188770 0.99613088 0.004291
27.209955 1.00057989 0.006666
27.227113 0.99902783 0.003685
27.233797 1.00606053 0.005034
27.245191 1.00127994 0.007106
27.299770 1.00500360 0.003605
27.316043 1.00173616 0.004443
27.318196 0.99484402 0.005621
27.320449 0.99744546 0.004988
27.321634 0.99462818 0.007994
27.331810 0.99771377 0.007140
27.342923 1.00588658 0.007130
27.360173 0.99940147 0.004074
27.441336 0.99157475 0.004025
27.442169 0.99246439 0.004341
27.446988 0.97776531 0.003906
27.451822 0.99717508 0.006024
27.495243 0.99560773 0.005578
27.516720 0.99540761 0.003951
27.536750 0.99671346 0.003651
27.545198 0.98535624 0.005096
27.547454 1.00051220 0.006161
27.576886 1.00424494 0.006840
27.695203 0.99681606 0.006419
27.695966 1.00493799 0.003273
27.697512 1.00574588 0.004740
27.701105 1.00579715 0.004141
27.712057 0.99125668 0.003694
27.722707 0.99787844 0.007992
27.725848 1.00840794 0.005761
27.771966 1.00187286 0.004576
27.783237 0.99563231 0.004626
27.800049 0.99593383 0.007677
27.806329 0.99867871 0.004887
27.822747 1.00786508 0.006972
27.864047 0.99910281 0.007323
27.880853 0.99727669 0.003662
27.891472 1.00603740 0.006056
27.892079 0.99968776 0.007712
27.892652 0.99938292 0.004859
27.924684 0.99026105 0.006152
27.959804 0.99821152 0.003820
27.985697 0.99477822 0.003900
28.008728 0.99736150 0.006528
28.009322 1.00030384 0.007710
28.024898 0.99714442 0.006112
28.075773 0.99122896 0.006886
28.080096 0.99930541 0.003942
28.083263 0.99891631 0.006509
28.084995 1.00490035 0.005773
28.105065 0.99150743 0.006523
28.133362 1.00236998 0.007116
28.150285 0.99536415 0.006142
28.151116 0.99391259 0.005392
28.159740 1.00189399 0.004444
28.204342 0.99632533 0.005514
28.242964 0.99880427 0.005805
28.243426 0.99520425 0.006196
28.272058 0.99081857 0.004405
28.294201 0.99552329 0.003088
28.305823 0.99469336 0.007597
28.306976 0.99964710 0.004213
28.311225 1.00106080 0.006234
28.344475 0.98738935 0.007418
28.354647 0.99545640 0.005560
28.398727 0.99152972 0.006098
28.416885 0.99719264 0.007964
28.420802 0.99343726 0.004526
28.480429 0.98428824 0.007192
28.526266 1.00162884 0.006588
28.562477 0.99018095 0.005226
28.584623 0.99072392 0.004824
28.633260 0.99189307 0.004250
28.640624 0.99690824 0.003330
28.643769 0.99702485 0.003805
28.665490 0.99239882 0.005692
28.704892 0.98454764 0.006811
28.748986 0.99386145 0.004609
28.797365 0.98772665 0.006105
28.820616 0.99132620 0.004545
28.848097 0.98548215 0.006813
28.854554 0.98771024 0.006959
28.864893 0.98529598 0.003855
28.887455 0.98361986 0.005219
28.889805 0.98252035 0.003668
28.902971 0.98255241 0.006778
28.908994 0.98357876 0.004331
28.943628 0.98208129 0.007083
28.948735 0.97918793 0.006426
28.975518 0.98381447 0.006970
29.009954 0.98202007 0.005755
29.015637 0.98321158 0.004576
29.022099 0.98320739 0.003614
29.031990 0.98564194 0.005066
29.078881 0.97623470 0.007021
29.130457 0.97635803 0.005839
29.133947 0.97505128 0.004162
29.141571 0.98003242 0.004979
29.156368 0.97370671 0.007818
29.162750 0.98301418 0.003535
29.162770 0.97812273 0.006778
29.166597 0.98694551 0.003520
29.217087 0.97856015 0.004416
29.220412 0.97778413 0.006955
29.242553 0.98870699 0.004542
29.255331 0.97402970 0.003552
29.281709 0.98117336 0.003306
29.326451 0.97722732 0.007267
29.349970 0.98168422 0.006878
29.382164 0.98038037 0.004937
29.394505 0.97444011 0.004160
29.395636 0.97310296 0.006425
29.403593 0.98416483 0.005562
29.405646 0.97603811 0.006677
29.482869 0.96452183 0.003163
29.489968 0.97011589 0.003817
29.530520 0.96943348 0.006928
29.565967 0.97176124 0.003271
29.662566 0.97137044 0.004567
29.685118 0.96536105 0.007414
29.685895 0.97276822 0.004868
29.705371 0.98297868 0.003391
29.745914 0.97440134 0.005929
29.746060 0.97437622 0.006069
29.805386 0.97660554 0.005597
29.836708 0.97979794 0.007769
29.895149 0.97152666 0.005078
29.900395 0.97618288 0.004197
29.904282 0.97643462 0.003732
29.948453 0.97780440 0.003508
29.964753 0.97814218 0.005726
29.968347 0.96753092 0.005537
29.991264 0.98201012 0.004784
30.014449 0.97535208 0.003788
30.074135 0.97948647 0.004981
30.106284 0.97153304 0.005103
30.122652 0.98145727 0.006502
30.126197 0.97362958 0.007926
30.181522 0.98815549 0.004807
30.213136 0.96783390 0.006348
30.228452 0.96880340 0.006256
30.232674 0.97869734 0.006712
30.267850 0.97735076 0.006110
30.274183 0.97884388 0.005022
30.313304 0.97297322 0.005833
30.342531 0.96934368 0.007058
30.343350 0.97922426 0.006731
30.372676 0.98968299 0.005353
30.401593 0.98236025 0.003217
30.420083 0.97526852 0.006089
30.440979 0.99001611 0.005937
30.488545 0.95680935 0.003030
30.518866 0.97930505 0.004847
30.532602 0.97581477 0.005875
30.545834 0.98339600 0.007804
30.631147 0.98550952 0.003796
30.659834 0.98576386 0.004166
30.673932 0.98863782 0.005111
30.680292 0.98769400 0.005324
30.703633 0.98768546 0.003426
30.712963 0.99353030 0.004039
30.741967 0.98083975 0.005196
30.758704 0.98053637 0.005824
30.772329 0.99042346 0.006655
30.777851 0.98882924 0.006435
30.840149 0.98922109 0.007038
30.851230 0.99148428 0.005870
30.874577 0.98903484 0.005145
31.029872 0.98951682 0.003220
31.071280 1.00093715 0.006788
31.097980 0.99076503 0.005578
31.140784 0.99245879 0.007615
31.156531 0.99124988 0.007995
31.174602 0.99905186 0.006504
31.242883 1.00664699 0.003839
31.260404 1.00826536 0.003775
31.262254 1.00261259 0.003721
31.281400 1.00478809 0.003348
31.312297 1.00491617 0.006592
31.382177 0.99760972 0.006749
31.393741 1.00624979 0.004659
31.445071 1.01200370 0.006119
31.500822 1.01729244 0.003496
31.516383 1.01746305 0.006891
31.523310 1.00766113 0.003302
31.532743 1.01337037 0.006431
31.534443 1.00941774 0.004906
31.536793 1.00594532 0.006073
31.621035 1.02059736 0.003837
31.629367 1.01088441 0.007931
31.637971 1.00853902 0.003365
31.648717 1.01076984 0.005526
31.659089 0.98695708 0.006430
31.660023 1.00903697 0.004104
31.671173 1.01444792 0.003005
31.721498 1.01714369 0.007328
31.722698 1.01145916 0.003140
31.733931 1.01780584 0.006810
31.753481 1.02135658 0.006111
31.756751 1.02178076 0.007986
31.819368 1.01584287 0.003356
31.899625 1.01069230 0.005509
31.902264 1.01663351 0.007684
31.945256 1.01592375 0.005472
31.962469 1.02740411 0.005106
31.988423 1.02213633 0.005179
32.016183 1.02534647 0.006501
32.024193 1.02260167 0.006868
32.036161 1.02480179 0.003713
32.042395 1.02237852 0.007080
32.043687 1.01888974 0.005384
32.066023 1.01347566 0.003508
32.068382 1.01929292 0.005873
32.197913 1.00946374 0.006406
32.236488 1.02670492 0.006985
32.244838 1.02968369 0.006061
32.260187 1.02354031 0.007376
32.265039 1.02401628 0.006029
32.295316 1.02852500 0.006107
32.321916 1.03365814 0.003867
32.323089 1.03492633 0.005023
32.347382 1.02215181 0.003719
32.378084 1.01953590 0.007683
32.410935 1.01199444 0.003479
32.420437 1.04044576 0.004541
32.424317 1.02378751 0.005077
32.449349 1.01728102 0.004279
32.456786 1.01795033 0.004493
32.468718 1.02000285 0.005494
32.500829 1.02363063 0.003768
32.506320 1.03327430 0.007575
32.534088 1.03378731 0.007236
32.541789 1.02561119 0.003501
32.546448 0.98541104 0.005378
32.549010 1.02435310 0.004653
32.553169 1.02233688 0.005555
32.571412 1.02180681 0.006616
32.572511 1.02312863 0.006332
32.615619 1.02527107 0.006484
32.624330 1.02521252 0.006779
32.625164 1.02683773 0.006290
32.628305 1.02892908 0.004632
32.643900 1.01998289 0.006386
32.655409 1.02251989 0.004884
32.660101 1.03120380 0.007192
32.683663 1.03226637 0.007192
32.738440 1.01841572 0.007004
32.752878 1.02089301 0.006908
32.776523 1.02909627 0.003943
32.790818 1.02789644 0.007769
32.806107 1.02623402 0.004037
32.822894 1.02473492 0.003581
32.824554 1.02023800 0.005984
32.824927 1.01086156 0.003915
32.831339 1.03047327 0.003162
32.854720 1.02271535 0.006336
32.864292 1.02202336 0.007754
32.912022 1.02117432 0.005792
32.985967 1.02693063 0.006945
33.070692 1.02748440 0.004844
33.091925 1.02352394 0.003403
33.116250 1.01131881 0.007795
33.223839 1.02702547 0.006949
33.238500 1.02599413 0.004251
33.256959 1.01016265 0.003300
33.258788 1.01862201 0.003103
33.268097 1.01505634 0.005400
33.294272 1.01418940 0.004921
33.321627 1.01831259 0.006021
33.334422 1.01375889 0.003895
33.381140 1.02066634 0.004257
33.400799 1.01283656 0.007920
33.429505 1.01367289 0.004911
33.470159 1.00978752 0.003737
33.526335 1.00484196 0.003118
33.533995 1.00577002 0.006170
33.600716 1.00932495 0.007136
33.619378 1.01068850 0.007678
33.630868 1.00917328 0.005332
33.635550 1.01833201 0.003772
33.638761 1.01250235 0.004521
33.674684 1.01231089 0.003703
33.706382 1.01204965 0.007215
33.714967 1.01873868 0.006959
33.733188 1.00753097 0.003258
33.746651 1.09198677 0.006923
33.801807 1.00561551 0.006271
33.835428 1.00736390 0.004262
33.867398 1.01187310 0.005325
33.878243 1.01769665 0.006853
33.880713 1.00279465 0.006856
33.915301 1.00188590 0.006442
33.953551 1.00227646 0.006339
33.995597 1.01235971 0.006187
33.998413 0.99496476 0.003126
34.039677 1.00589079 0.003787
34.061789 1.00995570 0.006772
34.096917 0.99859235 0.007121
34.108975 1.01051997 0.006833
34.142130 1.00833105 0.004696
34.148246 1.00423518 0.004638
34.149432 1.00746760 0.006799
34.168136 1.00290708 0.004275
34.212834 0.99392717 0.007784
34.220568 1.00844912 0.007464
34.273010 1.01395809 0.004965
34.304822 0.99746266 0.005471
34.305973 1.00255600 0.007536
34.349754 0.99497278 0.003699
34.393626 0.99594246 0.007176
34.398959 1.00780054 0.005779
34.399558 1.00508977 0.006952
34.412970 1.00871105 0.003972
34.431561 1.00703570 0.007713
34.441894 1.00287970 0.007676
34.473653 1.00305942 0.004873
34.483781 1.00085397 0.005075
34.539266 1.00249474 0.006225
34.636406 0.99228627 0.005819
34.638791 0.99357451 0.003461
34.668376 0.99629471 0.005650
34.705372 1.00338328 0.004839
34.746569 1.00272004 0.005925
34.785256 0.99790353 0.005921
34.804140 1.00528723 0.006166
34.852441 0.99817243 0.006821
34.887127 0.99796595 0.007331
34.897121 0.99845938 0.007288
34.941135 1.00133890 0.003806
34.968420 0.99847367 0.004077
34.968672 0.95495923 0.005429
34.973942 1.00028284 0.003340
34.986743 0.99354933 0.007475
34.992259 0.99491630 0.007767
35.029705 0.99774869 0.003834
35.057671 0.99792683 0.006577
35.070633 0.99997296 0.007744
35.084291 0.99833888 0.003005
35.096653 0.99297033 0.006030
35.106308 1.00518696 0.007068
35.113669 0.99933603 0.003163
35.115855 0.99410303 0.006076
35.171569 0.99511331 0.003490
35.190654 1.00538260 0.005538
35.199734 0.99246833 0.006704
35.214102 0.99469637 0.007101
35.233244 1.00132657 0.007812
35.250344 0.99634937 0.005895
35.264849 1.00592004 0.007094
35.298368 1.00054178 0.004843
35.327055 0.99682062 0.006271
35.331129 0.99052508 0.003114
35.335497 1.00341738 0.005272
35.407576 1.00614417 0.004167
35.503682 0.99192131 0.005434
35.512518 1.00705346 0.007798
35.575317 0.99587920 0.005806
35.609940 0.99710079 0.007207
35.618198 0.99840232 0.003777
35.629949 1.00428316 0.006431
35.654087 0.99948753 0.003302
35.656625 0.99130216 0.007241
35.674942 1.00788260 0.007510
35.708960 0.99932267 0.004554
35.736072 0.99436151 0.005538
35.758932 1.00748033 0.007912
35.762456 0.99413758 0.006970
35.767736 1.00267120 0.007393
35.783198 1.00107302 0.007574
35.785571 1.00653587 0.005768
35.789192 1.00072404 0.007481
35.797122 0.99262249 0.004049
35.821914 0.99839866 0.006150
35.825596 1.02615922 0.007242
35.826493 1.00700458 0.007437
35.838563 0.98938163 0.003027
35.905099 1.00454767 0.005318
35.908646 0.98988332 0.007558
35.929273 0.99743442 0.006525
35.943030 0.99299882 0.003324
35.947877 1.00345152 0.006920
35.963432 0.97254496 0.004753
36.067137 0.98894950 0.003543
36.090826 0.99939911 0.004766
36.100124 0.99909394 0.004062
36.122370 0.99576089 0.007130
36.151091 1.00116353 0.007431
36.174553 0.99359024 0.005242
36.180925 0.99432027 0.004632
36.184265 0.98925403 0.003987
36.234859 0.98937052 0.007021
36.240039 0.98256865 0.006776
36.241968 1.00170356 0.007911
36.247036 0.99349007 0.005021
36.252095 0.99878971 0.006878
36.286408 0.99860288 0.003034
36.286763 0.99412244 0.005750
36.294607 0.99204638 0.006236
36.309805 0.99792350 0.003690
36.332946 0.99548575 0.003710
36.341613 0.98983755 0.007219
36.350129 0.98934247 0.003192
36.368732 0.98750127 0.006446
36.383650 0.99962547 0.004719
36.397468 0.99305802 0.003441
36.399251 0.99133219 0.003591
36.407318 0.99141137 0.004489
36.413941 0.99863392 0.007515
36.414584 0.98990479 0.003309
36.423353 0.98025300 0.005440
36.437306 0.99252207 0.007383
36.452547 1.00002749 0.004787
36.454242 0.98818444 0.004619
36.477473 0.99763936 0.003028
36.488205 0.99254096 0.006345
36.508153 0.99380671 0.006018
36.533114 0.98977102 0.004161
36.573929 0.99015485 0.004049
36.595660 0.99353880 0.007109
36.620311 0.98029508 0.006040
36.624467 0.98436618 0.005093
36.718322 0.98574929 0.004065
36.739596 0.97864497 0.007169
36.752960 0.98592930 0.006189
36.780116 0.98854678 0.003634
36.813128 0.98511183 0.005847
36.825530 0.97726185 0.007256
36.839331 0.98047489 0.005343
36.922848 0.97948386 0.003154
36.926190 0.98854366 0.007047
36.929787 0.97921703 0.003585
36.946548 0.98711628 0.007766
36.950004 0.98403400 0.006727
36.950952 0.98311894 0.004614
36.956963 0.98976788 0.003335
36.965994 0.97600628 0.006663
37.020216 0.97502030 0.005120
37.038344 0.97928362 0.005301
37.047349 0.97814053 0.007051
37.063469 0.98985600 0.006929
37.073310 0.98381463 0.003467
37.077402 0.97996901 0.007671
37.077951 0.97614843 0.005158
37.105103 0.97626341 0.005861
37.105972 0.97764300 0.005621
37.112319 0.97467870 0.006847
37.118392 0.98362136 0.003285
37.147665 0.97831499 0.004064
37.162288 0.97836809 0.007207
37.181719 0.97143107 0.005997
37.181875 0.97377665 0.004042
37.201204 0.97531413 0.005788
37.216514 0.98731531 0.006947
37.232910 0.96916959 0.006420
37.252454 0.97974205 0.003480
37.253852 0.97382421 0.003335
37.275623 0.98464920 0.007284
37.278225 0.96865250 0.006551
